intensity	day_of_week	month	day	hour	minute
0.6420150053590568	6	04	22	11	56
0.6637858600408114	6	04	22	12	01
0.7399650959860384	6	04	22	12	06
0.6698146204966772	6	04	22	12	11
0.66509951418273	6	04	22	12	16
0.6857589984350547	6	04	22	12	21
0.6751717369970559	6	04	22	12	26
0.6970046082949308	6	04	22	12	31
0.734338061465721	6	04	22	12	36
0.680905695611578	6	04	22	12	41
0.6474094452086199	6	04	22	12	46
0.6593757994371963	6	04	22	12	51
0.6947292678539305	6	04	22	12	56
0.7190563725490197	6	04	22	13	01
0.9905838041431262	6	04	22	13	06
0.7103372028745163	6	04	22	13	11
0.6797590992406389	6	04	22	13	16
0.7011188066062867	6	04	22	13	21
0.6929312581063554	6	04	22	13	26
0.7591543978859947	6	04	22	13	31
0.6528076463560335	6	04	22	13	37
0.995995995995996	6	04	22	16	44
0.7397817944960104	6	04	22	16	49
0.6470256236595553	6	04	22	16	54
0.9690821256038648	6	04	22	16	59
0.6673989455184535	6	04	22	17	09
0.6940639269406392	6	04	22	17	14
0.6784222737819026	6	04	22	17	19
0.7398917542184018	6	04	22	17	24
0.7067615658362989	6	04	22	17	29
0.6653201126208839	6	04	22	17	34
0.708989501312336	6	04	22	17	39
0.6333923303834809	6	04	22	17	44
0.9954545454545455	6	04	22	17	49
0.7189922480620154	6	04	22	17	54
0.664562569213732	6	04	22	18	10
0.993431855500821	6	04	22	18	14
1.0	6	04	22	18	19
0.6751091703056769	6	04	22	18	24
1.0	6	04	22	18	29
0.7453661501063507	6	04	22	18	34
0.7586568730325288	6	04	22	18	39
0.652695176059662	6	04	22	18	44
0.6621372252977689	6	04	22	18	49
0.697969214849308	6	04	22	18	54
0.6857723577235773	6	04	22	18	59
1.0	6	04	22	19	04
0.6386439966414778	6	04	22	19	10
0.6606762107828206	6	04	22	19	15
0.666053545881872	6	04	22	19	19
0.7056187521544295	6	04	22	19	24
0.6898685228151585	6	04	22	19	29
0.7178585384915983	6	04	22	19	34
0.6445657826313053	6	04	22	19	39
1.0	6	04	22	19	44
0.6505139500734214	6	04	22	19	49
0.6532727696249708	6	04	22	19	54
0.7619535519125683	0	04	23	15	35
0.6985681989449887	0	04	23	15	45
0.9957264957264957	0	04	23	15	49
0.7157478483368225	0	04	23	15	54
0.6907993966817496	0	04	23	15	59
0.6606234096692112	0	04	23	16	04
0.9943741209563994	0	04	23	16	09
0.7521968365553603	0	04	23	16	14
0.7448155424579787	0	04	23	16	19
0.7756463719766472	0	04	23	16	24
0.9980334316617503	0	04	23	16	29
0.6705118961788031	0	04	23	16	34
0.6492411467116358	0	04	23	16	39
0.663960113960114	0	04	23	16	44
0.7362689393939394	0	04	23	16	54
0.7287058225273328	0	04	23	16	59
0.7209150326797386	0	04	23	17	04
0.6884422110552764	0	04	23	17	09
0.7188723570869224	0	04	23	17	14
0.7369253360442788	0	04	23	17	19
1.0	0	04	23	17	24
0.7484491707811115	0	04	23	17	29
0.9994597514856834	0	04	23	17	34
0.888004246284501	0	04	23	17	49
0.8653107344632769	0	04	23	17	54
1.0	0	04	23	17	59
0.7509157509157509	0	04	23	18	04
0.7141158668396023	0	04	23	18	09
0.6559793002587467	0	04	23	18	14
0.6721434707903781	0	04	23	18	19
0.6867876250290765	0	04	23	18	24
1.0	0	04	23	18	29
0.78	0	04	23	18	34
0.7192520080321285	0	04	23	18	39
0.7456676860346585	0	04	23	18	44
0.6836659275683666	0	04	23	18	49
0.8737075332348597	0	04	23	18	54
0.7227781748868239	0	04	23	18	59
0.8778958844371764	0	04	23	19	04
0.8049738219895288	0	04	23	19	09
